context,prompt,response,label,context_clean,prompt_clean,response_clean
"Thành phố trải qua tái phát triển quy mô lớn trong các thập niên 1950 và 1960. Quá trình này gồm có các bất động sản cao tầng quy mô lớn như Castle Vale. Bull Ring được xây dựng lại và ga Birmingham New Street được tái phát triển. Trong các thập niên sau Chiến tranh thế giới thứ hai, thành phần dân tộc tại Birmingham có thay đổi quan trọng, do thành phố tiếp nhận các dòng di dân đến từ các quốc gia trong và ngoài Thịnh vượng chung. The city's population peaked in 1951 at 1,113,000 residents.","Công trình nào được xây dựng lại vào thập niên 50 và 60 của thế kỉ XX, trong khi dân số thành phố đạt đỉnh vào năm 1970 với 1,113,000 cư dân?","Dân số thành phố đạt đỉnh vào năm 1970 với 1,113,000 cư dân, và trong thập niên 50 và 60, các khu vực như Castle Vale và Bull Ring không được tái phát triển, mà thay vào đó là ga Birmingham New Street.",intrinsic,thành phố trải qua tái phát triển quy mô lớn trong các thập niên 1950 và 1960 quá trình này gồm có các bất động sản cao tầng quy mô lớn như castle vale bull ring được xây dựng lại và ga birmingham new street được tái phát triển trong các thập niên sau chiến tranh thế giới thứ hai thành phần dân tộc tại birmingham có thay đổi quan trọng do thành phố tiếp nhận các dòng di dân đến từ các quốc gia trong và ngoài thịnh vượng chung the city s population peaked in 1951 at 1 113 000 residents,công trình nào được xây dựng lại vào thập niên 50 và 60 của thế kỉ xx trong khi dân số thành phố đạt đỉnh vào năm 1970 với 1 113 000 cư dân,dân số thành phố đạt đỉnh vào năm 1970 với 1 113 000 cư dân và trong thập niên 50 và 60 các khu vực như castle vale và bull ring không được tái phát triển mà thay vào đó là ga birmingham new street
"Von Neumann bị ung thư xương hay ung thư tuyến tụy vào năm 1957, có lẽ là do nhiễm phóng xạ trong khi theo dõi các thử nghiệm về bom A ở Thái Bình Dương, và có lẽ là các công việc sau này về vũ khí nguyên tử tại phòng thí nghiệm Los Alamos, New Mexico. (Nhà tiên phong vật lý hạt nhân đồng nghiệp Enrico Fermi chết vì ung thư xương vào năm 1954.) Von Neumann chết chỉ trong vài tháng sau những chẩn đoán ban đầu, trong đau đớn tột cùng. Ung thư cũng lan đến não bộ của ông, cắt đi hầu hết khả năng suy nghĩ của ông, trước đây là công cụ sắc bén và được trân trọng nhất của ông. Khi ông nằm hấp hối ở Bệnh viện Walter Reed ở Washington, D.C., ông chấn động bạn bè và người quen khi yêu cầu nói chuyện với một cha Công giáo La Mã.","Trước Von Neumann, ai là người đã bị ung thư xương do nhiễm phóng xạ từ các thử nghiệm bom nguyên tử ở Thái Bình Dương giết chết vào năm 1954?","Enrico Fermi, đồng nghiệp của Von Neumann, đã chết vì ung thư xương vào năm 1954.",no,von neumann bị ung thư xương hay ung thư tuyến tụy vào năm 1957 có lẽ là do nhiễm phóng xạ trong khi theo dõi các thử nghiệm về bom a ở thái bình dương và có lẽ là các công việc sau này về vũ khí nguyên tử tại phòng thí nghiệm los alamos new mexico nhà tiên phong vật lý hạt nhân đồng nghiệp enrico fermi chết vì ung thư xương vào năm 1954 von neumann chết chỉ trong vài tháng sau những chẩn đoán ban đầu trong đau đớn tột cùng ung thư cũng lan đến não bộ của ông cắt đi hầu hết khả năng suy nghĩ của ông trước đây là công cụ sắc bén và được trân trọng nhất của ông khi ông nằm hấp hối ở bệnh viện walter reed ở washington d c ông chấn động bạn bè và người quen khi yêu cầu nói chuyện với một cha công giáo la mã,trước von neumann ai là người đã bị ung thư xương do nhiễm phóng xạ từ các thử nghiệm bom nguyên tử ở thái bình dương giết chết vào năm 1954,enrico fermi đồng nghiệp của von neumann đã chết vì ung thư xương vào năm 1954
"Việc hợp nhất này đã tước đoạt chính sách đối ngoại độc lập của Bồ Đào Nha và dẫn đến việc họ tham gia Chiến tranh Tám mươi Năm giữa Tây Ban Nha và Hà Lan. Cuộc chiến này làm tổn hại quan hệ giữa Bồ Đào Nha và đồng minh lâu năm nhất của họ là Anh, và để mất cảng mậu dịch chiến lược Hormuz tại vùng vịnh Ba Tư. Từ năm 1595 đến năm 1663, Chiến tranh Hà Lan-Bồ Đào Nha chủ yếu liên quan đến việc các công ty Hà Lan xâm phạm nhiều thuộc địa và lợi ích thương nghiệp của Bồ Đào Nha tại Brasil, châu Phi, Ấn Độ và Viễn Đông, khiến Bồ Đào Nha bị mất thế độc quyền mậu dịch hàng hải trên Ấn Độ Dương.",Các công ty Hà Lan đã xâm phạm nhiều thuộc địa và lợi ích thương nghiệp của Bồ Đào Nha tại những địa điểm nào trong khi Bồ Đào Nha vẫn giữ chính sách đối ngoại độc lập?,"Trong khi Bồ Đào Nha tham gia Chiến tranh Hà Lan-Bồ Đào Nha từ năm 1595 đến 1663, các công ty Hà Lan đã xâm phạm nhiều thuộc địa và lợi ích thương nghiệp của Bồ Đào Nha tại Brasil, châu Phi, Ấn Độ và Viễn Đông.",no,việc hợp nhất này đã tước đoạt chính sách đối ngoại độc lập của bồ đào nha và dẫn đến việc họ tham gia chiến tranh tám mươi năm giữa tây ban nha và hà lan cuộc chiến này làm tổn hại quan hệ giữa bồ đào nha và đồng minh lâu năm nhất của họ là anh và để mất cảng mậu dịch chiến lược hormuz tại vùng vịnh ba tư từ năm 1595 đến năm 1663 chiến tranh hà lan bồ đào nha chủ yếu liên quan đến việc các công ty hà lan xâm phạm nhiều thuộc địa và lợi ích thương nghiệp của bồ đào nha tại brasil châu phi ấn độ và viễn đông khiến bồ đào nha bị mất thế độc quyền mậu dịch hàng hải trên ấn độ dương,các công ty hà lan đã xâm phạm nhiều thuộc địa và lợi ích thương nghiệp của bồ đào nha tại những địa điểm nào trong khi bồ đào nha vẫn giữ chính sách đối ngoại độc lập,trong khi bồ đào nha tham gia chiến tranh hà lan bồ đào nha từ năm 1595 đến 1663 các công ty hà lan đã xâm phạm nhiều thuộc địa và lợi ích thương nghiệp của bồ đào nha tại brasil châu phi ấn độ và viễn đông
"Thành phố trải qua tái phát triển quy mô lớn trong các thập niên 1950 và 1960. Quá trình này gồm có các bất động sản cao tầng quy mô lớn như Castle Vale. Bull Ring được xây dựng lại và ga Birmingham New Street được tái phát triển. Trong các thập niên sau Chiến tranh thế giới thứ hai, thành phần dân tộc tại Birmingham có thay đổi quan trọng, do thành phố tiếp nhận các dòng di dân đến từ các quốc gia trong và ngoài Thịnh vượng chung. The city's population peaked in 1951 at 1,113,000 residents.","Công trình nào được xây dựng lại vào thập niên 50 và 60 của thế kỉ XX, trong khi dân số thành phố đạt đỉnh vào năm 1970 với 1,113,000 cư dân?","Castle Vale được xây dựng lại trong thập niên 50 và 60, đồng thời dân số thành phố đạt đỉnh vào năm 1970 với 1,113,000 cư dân.",intrinsic,thành phố trải qua tái phát triển quy mô lớn trong các thập niên 1950 và 1960 quá trình này gồm có các bất động sản cao tầng quy mô lớn như castle vale bull ring được xây dựng lại và ga birmingham new street được tái phát triển trong các thập niên sau chiến tranh thế giới thứ hai thành phần dân tộc tại birmingham có thay đổi quan trọng do thành phố tiếp nhận các dòng di dân đến từ các quốc gia trong và ngoài thịnh vượng chung the city s population peaked in 1951 at 1 113 000 residents,công trình nào được xây dựng lại vào thập niên 50 và 60 của thế kỉ xx trong khi dân số thành phố đạt đỉnh vào năm 1970 với 1 113 000 cư dân,castle vale được xây dựng lại trong thập niên 50 và 60 đồng thời dân số thành phố đạt đỉnh vào năm 1970 với 1 113 000 cư dân
"Thâm hụt ngân sách Iran từng là một vấn đề kinh niên, một phần vì những khoản trợ cấp to lớn của nhà nước – tổng cộng lên tới 7.25 tỷ dollar một năm–gồm thực phẩm và đặc biệt là xăng dầu. Iran là nước sản xuất dầu lớn thứ hai trong OPEC, mỗi ngày nước này xuất khẩu từ bốn đến năm triệu barrels dầu mỏ, Iran chiếm 10% lượng dữ trự dầu đã được xác nhận trên thế giới. Iran cũng là nước có trữ lượng khí tự nhiên thứ hai thế giới (sau Nga). Thị trường dầu mỏ phát triển mạnh năm 1996 giúp nước này giải toả bớt sức ép tài chính và cho phép Tehran kịp chi trả các khoản nợ.",Quốc gia nào trong OPEC sản xuat lượg dầu nhìu thứ hai;,"Iran, ngoài việc sản xuất dầu đứng thứ hai trong OPEC, còn nổi tiếng với việc phát triển công nghệ hạt nhân vì mục đích hòa bình, mà đã gây ra nhiều cuộc đàm phán quốc tế căng thẳng.",extrinsic,thâm hụt ngân sách iran từng là một vấn đề kinh niên một phần vì những khoản trợ cấp to lớn của nhà nước tổng cộng lên tới 7 25 tỷ dollar một năm gồm thực phẩm và đặc biệt là xăng dầu iran là nước sản xuất dầu lớn thứ hai trong opec mỗi ngày nước này xuất khẩu từ bốn đến năm triệu barrels dầu mỏ iran chiếm 10 lượng dữ trự dầu đã được xác nhận trên thế giới iran cũng là nước có trữ lượng khí tự nhiên thứ hai thế giới sau nga thị trường dầu mỏ phát triển mạnh năm 1996 giúp nước này giải toả bớt sức ép tài chính và cho phép tehran kịp chi trả các khoản nợ,quốc gia nào trong opec sản xuat lượg dầu nhìu thứ hai,iran ngoài việc sản xuất dầu đứng thứ hai trong opec còn nổi tiếng với việc phát triển công nghệ hạt nhân vì mục đích hòa bình mà đã gây ra nhiều cuộc đàm phán quốc tế căng thẳng
"Trong đêm 12 rạng sáng ngày 13 tháng 8 năm 1961 Quân đội Nhân dân Quốc gia, 5.000[cần dẫn nguồn] người của Cảnh sát biên phòng (tiền thân của Lực lượng Biên phòng sau này), 5.000[cần dẫn nguồn] người thuộc Công an Nhân dân và 4.500[cần dẫn nguồn] người thuộc lực lượng công nhân vũ trang bắt đầu phong tỏa các đường bộ và đường sắt dẫn đến Tây Berlin. Quân đội Xô Viết được đặt trong tình trạng báo động và hiện diện tại các cửa khẩu biên giới của Đồng Minh. Tất cả các liên kết giao thông còn tồn tại giữa hai phần Berlin đều bị gián đoạn.","Tại sao họ cần triển khai một lượng lớn công an, cảnh sát, bộ đội để hỗ trợ việc xây dựng bức tường Berlin vào năm 1961 khi nó đã được hoàn thành từ trước đó?","Việc triển khai một lượng lớn công an, cảnh sát và bộ đội là cần thiết để phong tỏa các đường bộ và đường sắt, ngăn chặn người di chuyển giữa hai phần Berlin, dù bức tường chưa hoàn thành hoàn toàn vào thời điểm đó.",no,trong đêm 12 rạng sáng ngày 13 tháng 8 năm 1961 quân đội nhân dân quốc gia 5 000 cần dẫn nguồn người của cảnh sát biên phòng tiền thân của lực lượng biên phòng sau này 5 000 cần dẫn nguồn người thuộc công an nhân dân và 4 500 cần dẫn nguồn người thuộc lực lượng công nhân vũ trang bắt đầu phong tỏa các đường bộ và đường sắt dẫn đến tây berlin quân đội xô viết được đặt trong tình trạng báo động và hiện diện tại các cửa khẩu biên giới của đồng minh tất cả các liên kết giao thông còn tồn tại giữa hai phần berlin đều bị gián đoạn,tại sao họ cần triển khai một lượng lớn công an cảnh sát bộ đội để hỗ trợ việc xây dựng bức tường berlin vào năm 1961 khi nó đã được hoàn thành từ trước đó,việc triển khai một lượng lớn công an cảnh sát và bộ đội là cần thiết để phong tỏa các đường bộ và đường sắt ngăn chặn người di chuyển giữa hai phần berlin dù bức tường chưa hoàn thành hoàn toàn vào thời điểm đó
"James Bryant Conant, giữ chức viện trưởng từ năm 1933 đến 1953, đã tạo sinh lực mới cho hoạt động học thuật sáng tạo và bảo đảm là nó có vị trí hàng đầu trong các cơ sở nghiên cứu. Conant xem giáo dục đại học như là nơi cung cấp cơ hội cho những người có tài thay vì là quyền của những người giàu, từ đó ông thay đổi các chương trình để nhận diện, thu hút, và hỗ trợ những người trẻ có tài. Năm 1943, ông yêu cầu tập thể giảng viên đưa ra lời phát biểu dứt khoát về việc giáo dục tổng quát phải như thế nào, cả ở bậc trung học lẫn đại học. Bản ""Báo cáo"" (Report) nhận được, xuất bản vào năm 1945, là một trong những tuyên ngôn có nhiều ảnh hưởng nhất trong lịch sử giáo dục Hoa Kỳ thế kỷ XX.",Ai là viện trưởng đại học Harvard từ 1933 đến 1953?,Viện trưởng đại học Harvard từ 1933 đến 1953 là James Bryant Conant.,no,james bryant conant giữ chức viện trưởng từ năm 1933 đến 1953 đã tạo sinh lực mới cho hoạt động học thuật sáng tạo và bảo đảm là nó có vị trí hàng đầu trong các cơ sở nghiên cứu conant xem giáo dục đại học như là nơi cung cấp cơ hội cho những người có tài thay vì là quyền của những người giàu từ đó ông thay đổi các chương trình để nhận diện thu hút và hỗ trợ những người trẻ có tài năm 1943 ông yêu cầu tập thể giảng viên đưa ra lời phát biểu dứt khoát về việc giáo dục tổng quát phải như thế nào cả ở bậc trung học lẫn đại học bản báo cáo report nhận được xuất bản vào năm 1945 là một trong những tuyên ngôn có nhiều ảnh hưởng nhất trong lịch sử giáo dục hoa kỳ thế kỷ xx,ai là viện trưởng đại học harvard từ 1933 đến 1953,viện trưởng đại học harvard từ 1933 đến 1953 là james bryant conant
"Vào năm 1188, Henry II dự định nhượng lại Aquitaine cho con trai út của mình, John. Năm sau, Richard dự định giành lấy ngai vàng nước Anh trong cuộc viễn chinh với Philip chống lại cha ông. Vào ngày 4 tháng 7, 1189, lực lượng của Richard và Philip đánh bại Henry tại Ballans. Henry, với sự ưng thuận của John, đồng ý phong Richard làm Thái tử. Hai ngày sau Henry II mất tại Chinon và Richard nối ngôi ông là Vua nước Anh, Công tước Normandy và Bá tước Anjou. Roger Hoveden khẳng định rằng xác của Henry chảy máu từ mũi khi Richard có mặt tại đó, một dấu hiệu cho thấy Richard đã gây ra cái chết.","Nếu Henry II đã nhượng lại Aquitaine cho con trai cả của mình, Richard, thì tại sao John lại được phong làm Thái tử?","Henry II dự định nhượng Aquitaine cho con trai út John, không phải Richard. John đồng ý phong Richard làm Thái tử sau khi Richard đánh bại Henry, nên John không được phong Thái tử.",no,vào năm 1188 henry ii dự định nhượng lại aquitaine cho con trai út của mình john năm sau richard dự định giành lấy ngai vàng nước anh trong cuộc viễn chinh với philip chống lại cha ông vào ngày 4 tháng 7 1189 lực lượng của richard và philip đánh bại henry tại ballans henry với sự ưng thuận của john đồng ý phong richard làm thái tử hai ngày sau henry ii mất tại chinon và richard nối ngôi ông là vua nước anh công tước normandy và bá tước anjou roger hoveden khẳng định rằng xác của henry chảy máu từ mũi khi richard có mặt tại đó một dấu hiệu cho thấy richard đã gây ra cái chết,nếu henry ii đã nhượng lại aquitaine cho con trai cả của mình richard thì tại sao john lại được phong làm thái tử,henry ii dự định nhượng aquitaine cho con trai út john không phải richard john đồng ý phong richard làm thái tử sau khi richard đánh bại henry nên john không được phong thái tử
"Các chứng cứ đầu tiên về sự xuất hiện của thực vật hạt kín được tìm thấy trong các mẫu hóa thạch có niên đại khoảng 140 triệu năm trước, trong thời kỳ của kỷ Jura (203-135 triệu năm trước). Dựa trên các chứng cứ hiện tại, dường như là các tổ tiên của thực vật hạt kín và ngành Dây gắm (Gnetophyta) đã tách ra khỏi nhau vào cuối kỷ Trias (220-202 triệu năm trước). Các thực vật hóa thạch với một số đặc trưng có thể xác định thuộc về thực vật hạt kín xuất hiện trong kỷ Jura và đầu kỷ Phấn trắng (kỷ Creta) (135-65 triệu năm trước), nhưng chỉ có dưới một số rất ít hình thái thô sơ. Hóa thạch sớm nhất của thực vật hạt kín, Archaefructus liaoningensis, có niên đại khoảng 125 triệu năm trước. Phấn hoa, được coi là liên quan trực tiếp tới sự phát triển của hoa, được tìm thấy trong hóa thạch có lẽ cổ tới 130 triệu năm. Sự bùng nổ mạnh của thực vật hạt kín (khi có sự đa dạng lớn của thực vật hạt kín trong các mẫu hóa thạch) đã diễn ra vào giữa kỷ Phấn trắng (khoảng 100 triệu năm trước). Tuy nhiên, một nghiên cứu trong năm 2007 đã ước tính sự phân chia của 5 trong số 8 nhóm gần đây nhất (chi Ceratophyllum, họ Chloranthaceae, thực vật hai lá mầm thật sự, magnoliids, thực vật một lá mầm) đã xảy ra khoảng 140 triệu năm trước. Vào cuối kỷ Phấn trắng, thực vật hạt kín dường như đã trở thành nhóm thống trị trong số thực vật trên đất liền, và nhiều thực vật hóa thạch có thể nhận ra được là thuộc về các họ ngày nay (bao gồm dẻ gai, sồi, thích, mộc lan) đã xuất hiện.","Mặc dù kỷ Jura chỉ kéo dài đến 135 triệu năm trước, người ta đã phát hiện được các mẫu hóa thạch của thực vật hạt kín từ 150 triệu năm trước. Điều này có đúng không?","Theo các mẫu hóa thạch, thực vật hạt kín đã xuất hiện khoảng 160 triệu năm trước, trước cả khi kỷ Jura bắt đầu, điều này cho thấy sự tồn tại của chúng lâu hơn nhiều so với suy nghĩ trước đây.",intrinsic,các chứng cứ đầu tiên về sự xuất hiện của thực vật hạt kín được tìm thấy trong các mẫu hóa thạch có niên đại khoảng 140 triệu năm trước trong thời kỳ của kỷ jura 203 135 triệu năm trước dựa trên các chứng cứ hiện tại dường như là các tổ tiên của thực vật hạt kín và ngành dây gắm gnetophyta đã tách ra khỏi nhau vào cuối kỷ trias 220 202 triệu năm trước các thực vật hóa thạch với một số đặc trưng có thể xác định thuộc về thực vật hạt kín xuất hiện trong kỷ jura và đầu kỷ phấn trắng kỷ creta 135 65 triệu năm trước nhưng chỉ có dưới một số rất ít hình thái thô sơ hóa thạch sớm nhất của thực vật hạt kín archaefructus liaoningensis có niên đại khoảng 125 triệu năm trước phấn hoa được coi là liên quan trực tiếp tới sự phát triển của hoa được tìm thấy trong hóa thạch có lẽ cổ tới 130 triệu năm sự bùng nổ mạnh của thực vật hạt kín khi có sự đa dạng lớn của thực vật hạt kín trong các mẫu hóa thạch đã diễn ra vào giữa kỷ phấn trắng khoảng 100 triệu năm trước tuy nhiên một nghiên cứu trong năm 2007 đã ước tính sự phân chia của 5 trong số 8 nhóm gần đây nhất chi ceratophyllum họ chloranthaceae thực vật hai lá mầm thật sự magnoliids thực vật một lá mầm đã xảy ra khoảng 140 triệu năm trước vào cuối kỷ phấn trắng thực vật hạt kín dường như đã trở thành nhóm thống trị trong số thực vật trên đất liền và nhiều thực vật hóa thạch có thể nhận ra được là thuộc về các họ ngày nay bao gồm dẻ gai sồi thích mộc lan đã xuất hiện,mặc dù kỷ jura chỉ kéo dài đến 135 triệu năm trước người ta đã phát hiện được các mẫu hóa thạch của thực vật hạt kín từ 150 triệu năm trước điều này có đúng không,theo các mẫu hóa thạch thực vật hạt kín đã xuất hiện khoảng 160 triệu năm trước trước cả khi kỷ jura bắt đầu điều này cho thấy sự tồn tại của chúng lâu hơn nhiều so với suy nghĩ trước đây
"Cựu Thủ tướng Kohl, từng lãnh đạo nước Ðức được tái thống nhất, trong các năm từ 1982 đến 1998, phải đi xe lăn, và phát biểu có phần khó khăn, tuyên bố: ""Chúng tôi, người Ðức, không có bao nhiêu điều để hãnh diện về lịch sử của chúng tôi. Nhưng chúng tôi có tất cả các lý do để được hãnh diện về sự tái thống nhất nước Ðức."" Cựu Tổng thống Bush, lãnh đạo Hoa Kỳ từ năm 1989-1993, cũng lên phát biểu trong buổi lễ đầy cảm động này, không quên nhắc lại hàng chục ngàn người dân Ðông Ðức đã không hề run sợ trước các sự đàn áp của chế độ Cộng sản Ðông Ðức, mà xuống đường trong nhiều tháng liền đòi hỏi sự đổi mới của đất nước, dẫn đến sự sụp đổ luôn của bức tường Berlin. Cựu Tổng thống Bush cũng nói tiếp: ""Thật là một niềm vui khi được có mặt tại nơi đây cùng với các bạn lãnh đạo cũ của chúng tôi,"" và nhân đó ông đã nhiều lần ôm cựu Chủ tịch Gorbachev và cựu Thủ tướng Kohl, trong buổi lễ kéo dài hai tiếng đồng hồ, được tổ chức tại rạp hát Friedrich Strasse, nằm về phía Ðông của Bức Tường cũ. Ðiều đáng nhấn mạnh ở đây, là các diễn tiến lịch sử mà chúng ta đang kỷ niệm ở đây bằng sự hiện diện của chúng ta, đã không hề được dàn xếp tại Bonn, Moskva hay Washington DC, mà từ trong các trái tim và khối óc của các người đã bị mất các quyền thiêng liêng của họ quá lâu rồi.""","Cựu Thủ tướng Kohl đã tuyên bố điều gì về việc tái thống nhất nước Đức, mặc dù ông chưa bao giờ có bất kỳ vấn đề về sức khỏe nào và chưa từng phải đi xe lăn?","Cựu Thủ tướng Kohl đã tuyên bố rằng người Đức không có nhiều lý do để hãnh diện về lịch sử của họ, nhưng lại có tất cả lý do để tự hào về sự tái thống nhất nước Đức.",no,cựu thủ tướng kohl từng lãnh đạo nước ðức được tái thống nhất trong các năm từ 1982 đến 1998 phải đi xe lăn và phát biểu có phần khó khăn tuyên bố chúng tôi người ðức không có bao nhiêu điều để hãnh diện về lịch sử của chúng tôi nhưng chúng tôi có tất cả các lý do để được hãnh diện về sự tái thống nhất nước ðức cựu tổng thống bush lãnh đạo hoa kỳ từ năm 1989 1993 cũng lên phát biểu trong buổi lễ đầy cảm động này không quên nhắc lại hàng chục ngàn người dân ðông ðức đã không hề run sợ trước các sự đàn áp của chế độ cộng sản ðông ðức mà xuống đường trong nhiều tháng liền đòi hỏi sự đổi mới của đất nước dẫn đến sự sụp đổ luôn của bức tường berlin cựu tổng thống bush cũng nói tiếp thật là một niềm vui khi được có mặt tại nơi đây cùng với các bạn lãnh đạo cũ của chúng tôi và nhân đó ông đã nhiều lần ôm cựu chủ tịch gorbachev và cựu thủ tướng kohl trong buổi lễ kéo dài hai tiếng đồng hồ được tổ chức tại rạp hát friedrich strasse nằm về phía ðông của bức tường cũ ðiều đáng nhấn mạnh ở đây là các diễn tiến lịch sử mà chúng ta đang kỷ niệm ở đây bằng sự hiện diện của chúng ta đã không hề được dàn xếp tại bonn moskva hay washington dc mà từ trong các trái tim và khối óc của các người đã bị mất các quyền thiêng liêng của họ quá lâu rồi,cựu thủ tướng kohl đã tuyên bố điều gì về việc tái thống nhất nước đức mặc dù ông chưa bao giờ có bất kỳ vấn đề về sức khỏe nào và chưa từng phải đi xe lăn,cựu thủ tướng kohl đã tuyên bố rằng người đức không có nhiều lý do để hãnh diện về lịch sử của họ nhưng lại có tất cả lý do để tự hào về sự tái thống nhất nước đức
"Lĩnh vực tư nhân nhỏ bé nhưng không tồn tại. Năm 1985 khoảng 2.8 phần trăm sản phẩm quốc nội thuộc các doanh nghiệp tư nhân. Lĩnh vực tư nhân gồm những người nông dân và làm vườn; các ngư dân tự do, người bán buôn, và người bán lẻ; và những người được sử dụng trong cái gọi là các hoạt động tự do (nghệ sĩ, tác gia và những người khác). Dù là tự kinh doanh, họ vẫn bị quản lý chặt chẽ, thuế đánh vào họ trong một số trường hợp có thể cao hơn 90%. Số lượng người hoạt động trong lĩnh vực tư nhân tăng chậm. Theo các thống kê của Đông Đức, năm 1985 có khoảng 176.800 người làm tư, tăng thêm 500 so với năm 1984. Một số lĩnh vực tư nhân khá quan trọng với hệ thống bởi những người thợ thủ công cung cấp các phụ tùng hiếm, việc sản xuất ra chúng thường rất chậm chạp trong nền kinh tế kế hoạch của Cộng hoà Dân chủ Đức.","Năm 1985, trong tổng số sản phẩm quốc nội, sản phẩm thuộc các doanh nghiệp tư nhân chiếm tỷ lệ bao nhiêu, mặc dù lĩnh vực tư nhân trong thời kỳ đó hoàn toàn không tồn tại và không đóng góp gì vào nền kinh tế?","Năm 1985, sản phẩm từ các doanh nghiệp tư nhân chiếm đến 50% tổng sản phẩm quốc nội, dù lĩnh vực tư nhân không hề tồn tại và không có đóng góp nào đáng kể cho nền kinh tế.",intrinsic,lĩnh vực tư nhân nhỏ bé nhưng không tồn tại năm 1985 khoảng 2 8 phần trăm sản phẩm quốc nội thuộc các doanh nghiệp tư nhân lĩnh vực tư nhân gồm những người nông dân và làm vườn các ngư dân tự do người bán buôn và người bán lẻ và những người được sử dụng trong cái gọi là các hoạt động tự do nghệ sĩ tác gia và những người khác dù là tự kinh doanh họ vẫn bị quản lý chặt chẽ thuế đánh vào họ trong một số trường hợp có thể cao hơn 90 số lượng người hoạt động trong lĩnh vực tư nhân tăng chậm theo các thống kê của đông đức năm 1985 có khoảng 176 800 người làm tư tăng thêm 500 so với năm 1984 một số lĩnh vực tư nhân khá quan trọng với hệ thống bởi những người thợ thủ công cung cấp các phụ tùng hiếm việc sản xuất ra chúng thường rất chậm chạp trong nền kinh tế kế hoạch của cộng hoà dân chủ đức,năm 1985 trong tổng số sản phẩm quốc nội sản phẩm thuộc các doanh nghiệp tư nhân chiếm tỷ lệ bao nhiêu mặc dù lĩnh vực tư nhân trong thời kỳ đó hoàn toàn không tồn tại và không đóng góp gì vào nền kinh tế,năm 1985 sản phẩm từ các doanh nghiệp tư nhân chiếm đến 50 tổng sản phẩm quốc nội dù lĩnh vực tư nhân không hề tồn tại và không có đóng góp nào đáng kể cho nền kinh tế
"Lý thuyết của Einstein về chuyển động Brown là bài báo đầu tiên về lĩnh vực vật lý thống kê. Nó thiết lập mối liên hệ giữa thăng giáng nhiệt động và sự tiêu tán năng lượng. Điều này được Einstein chỉ ra là đúng đối với thăng giáng độc lập thời gian, nhưng trong bài báo về chuyển động Brown ông chỉ ra rằng tỉ số nghỉ động học (dynamical relaxation rates) được tính toán từ cơ học cổ điển có thể được dùng là tỉ số nghỉ thống kê (statistical relaxation rates) để dẫn ra định luật khuếch tán động học. Những quan hệ này gọi là phương trình Einstein trong lý thuyết động học phân tử.","Chuyển động Brown thiết lập mối quan hệ giữa thăng giáng nhiệt động và sự tạo ra năng lượng, điều này hoàn toàn trái ngược với việc tiêu tán năng lượng mà lý thuyết thực sự đề cập đúng không?","Thực tế, chuyển động Brown còn ảnh hưởng đến sự phát triển của các công nghệ tiên tiến như cảm biến nano và hệ thống vi điều khiển, mở ra hướng đi mới cho các ứng dụng trong y học và công nghệ sinh học.",extrinsic,lý thuyết của einstein về chuyển động brown là bài báo đầu tiên về lĩnh vực vật lý thống kê nó thiết lập mối liên hệ giữa thăng giáng nhiệt động và sự tiêu tán năng lượng điều này được einstein chỉ ra là đúng đối với thăng giáng độc lập thời gian nhưng trong bài báo về chuyển động brown ông chỉ ra rằng tỉ số nghỉ động học dynamical relaxation rates được tính toán từ cơ học cổ điển có thể được dùng là tỉ số nghỉ thống kê statistical relaxation rates để dẫn ra định luật khuếch tán động học những quan hệ này gọi là phương trình einstein trong lý thuyết động học phân tử,chuyển động brown thiết lập mối quan hệ giữa thăng giáng nhiệt động và sự tạo ra năng lượng điều này hoàn toàn trái ngược với việc tiêu tán năng lượng mà lý thuyết thực sự đề cập đúng không,thực tế chuyển động brown còn ảnh hưởng đến sự phát triển của các công nghệ tiên tiến như cảm biến nano và hệ thống vi điều khiển mở ra hướng đi mới cho các ứng dụng trong y học và công nghệ sinh học
